,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate,true_model
output48Cp510_Colleoni_Wael_S,22,-33.14284085851372,34.69180683727863,3.772171453265493,0.006888782462770499,6.51415697669978e-11,0.0,True,log,1e+22,5e+20,48,Colleoni,Wael,S,False
output48Cp33_Colleoni_Wael_S,23,-33.25295916588061,37.5536848623194,3.882289760632382,0.006170476424777457,3.019905466379004e-11,0.0,True,log,3e+21,3e+20,48,Colleoni,Wael,S,False
output71Cp37_Colleoni_Wael_S,24,-33.34910347591871,39.709478007456894,3.978434070670481,0.005604846899878567,5.4321980498396125e-11,0.0,True,log,7e+21,3e+20,71,Colleoni,Wael,S,True
output48Cp330_Colleoni_Wael_S,25,-33.35181548686094,34.190243084941564,3.9811460816127138,0.005589667086962048,5.6536897244005315e-11,0.0,True,log,3e+22,3e+20,48,Colleoni,Wael,S,False
output96Cp35_Lambeck_Wael_S,26,-33.40089367470071,41.0750871727181,4.030224269452482,0.0053219593927423805,8.453839825597875e-11,0.0,True,log,5e+21,3e+20,96,Lambeck,Wael,S,False
output71Cp520_Lambeck_Wael_S,27,-33.40376355376945,33.97244036414847,4.033094148521222,0.005306707908290051,3.23743040024893e-11,0.0,True,log,2e+22,5e+20,71,Lambeck,Wael,S,False
output48Cp57_Colleoni_Wael_S,28,-33.45001147984871,38.3877902121726,4.079342074600483,0.005066872367979577,9.500944989157626e-12,0.0,True,log,7e+21,5e+20,48,Colleoni,Wael,S,False
output48Cp330_Lambeck_Wael_S,29,-33.520980771193386,35.25086559882996,4.150311365945157,0.004719743457784176,3.679289123370532e-11,0.0,True,log,3e+22,3e+20,48,Lambeck,Wael,S,False
output71Cp57_Colleoni_Wael_S,30,-33.55763854039412,39.62407141693318,4.186969135145894,0.004549860971391523,8.61197563023046e-11,0.0,True,log,7e+21,5e+20,71,Colleoni,Wael,S,False
output71Cp320_Colleoni_Wael_S,31,-33.694439376500924,35.553592234173486,4.323769971252695,0.003968133530310475,6.024790690916214e-11,0.0,True,log,2e+22,3e+20,71,Colleoni,Wael,S,False
output71Cp530_Colleoni_Wael_S,32,-33.78023564599974,39.69615717178346,4.409566240751509,0.0036418783222456046,8.00761898833753e-11,0.0,True,log,3e+22,5e+20,71,Colleoni,Wael,S,False
output71Cp37_Lambeck_Wael_S,33,-33.8306939168687,38.42851615720606,4.4600245116204675,0.003462674614013462,4.1475367853089133e-11,0.0,True,log,7e+21,3e+20,71,Lambeck,Wael,S,False
output71Cp310_Colleoni_Wael_S,34,-33.83638765805997,37.82653361798073,4.46571825281174,0.0034430150622438197,4.3464887509881433e-11,0.0,True,log,1e+22,3e+20,71,Colleoni,Wael,S,False
output48Cp35_Colleoni_Wael_S,35,-33.87155428179117,38.48013607457811,4.500884876542941,0.0033240400822488942,2.1184070733604133e-12,0.0,True,log,5e+21,3e+20,48,Colleoni,Wael,S,False
output48Cp37_Colleoni_Wael_S,36,-33.89550081940577,45.93750749421609,4.524831414157539,0.0032453863324234783,4.093715190260501e-12,0.0,True,log,7e+21,3e+20,48,Colleoni,Wael,S,False
output71Cp330_Colleoni_Wael_S,37,-33.901062132485634,37.25270061665831,4.530392727237405,0.0032273878170442725,1.1781787109355968e-11,0.0,True,log,3e+22,3e+20,71,Colleoni,Wael,S,False
output96Cp53_Colleoni_Wael_S,38,-33.91670548967013,40.42253519275563,4.5460360844219,0.0031772934800087392,1.3545589064678507e-10,0.0,True,log,3e+21,5e+20,96,Colleoni,Wael,S,False
output96Cp330_Lambeck_Wael_S,39,-34.024639259256205,36.028462001460184,4.6539698540079755,0.002852215206757951,9.117486739756758e-11,0.0,True,log,3e+22,3e+20,96,Lambeck,Wael,S,False
output71Cp320_Lambeck_Wael_S,40,-34.05014097835824,35.58614621177618,4.679471573110014,0.002780398433376853,3.065380201319161e-11,0.0,True,log,2e+22,3e+20,71,Lambeck,Wael,S,False
output96Cp33_Lambeck_Wael_S,41,-34.21615907956398,35.403525530620165,4.8454896743157505,0.0023550833923029796,1.5680059441686758e-10,0.0,True,log,3e+21,3e+20,96,Lambeck,Wael,S,False
output96Cp310_Colleoni_Wael_S,42,-34.22311735322531,40.04262340374676,4.852447947977083,0.0023387529592694845,1.1974263851904974e-10,0.0,True,log,1e+22,3e+20,96,Colleoni,Wael,S,False
output71Cp510_Colleoni_Wael_S,43,-34.2775460393371,35.68371741429306,4.906876634088874,0.002214859959537238,5.4713767462297416e-11,0.0,True,log,1e+22,5e+20,71,Colleoni,Wael,S,False
output96Cp330_Colleoni_Wael_S,44,-34.3574158587959,37.490346836161116,4.986746453547674,0.0020448396146063503,8.910008261223613e-11,0.0,True,log,3e+22,3e+20,96,Colleoni,Wael,S,False
output48Cp55_Lambeck_Wael_S,45,-34.45208437751553,38.971868725981295,5.081414972267304,0.0018601382996924045,3.762422623272934e-11,0.0,True,log,5e+21,5e+20,48,Lambeck,Wael,S,False
output48Cp320_Colleoni_Wael_S,46,-34.501297759406015,38.73897476814422,5.1306283541577855,0.0017708106883534904,6.451234010895065e-12,0.0,True,log,2e+22,3e+20,48,Colleoni,Wael,S,False
output71Cp55_ICE6G_Wael_S,47,-34.516914778116956,31.349948070542837,5.1462453728687265,0.0017433707275813423,9.126408570129383e-11,0.0,True,log,5e+21,5e+20,71,ICE6G,Wael,S,False
output96Cp57_Lambeck_Wael_S,48,-34.64038892748759,45.75075258066852,5.269719522239363,0.0015408686096543278,1.5985592817916218e-10,0.0,True,log,7e+21,5e+20,96,Lambeck,Wael,S,False
output71Cp55_Lambeck_Wael_S,49,-34.664761254061155,37.165584308349885,5.294091848812926,0.0015037680071852185,1.2189873525840976e-10,0.0,True,log,5e+21,5e+20,71,Lambeck,Wael,S,False
output48Cp530_Lambeck_Wael_S,50,-34.68992443110509,33.21545988826217,5.319255025856862,0.001466400540370715,7.4345074777129e-11,0.0,True,log,3e+22,5e+20,48,Lambeck,Wael,S,False
output96Cp510_Colleoni_Wael_S,51,-34.710728274432526,36.795196251675954,5.340058869184297,0.0014362089131212334,3.029556606413133e-11,0.0,True,log,1e+22,5e+20,96,Colleoni,Wael,S,False
output71Cp530_Lambeck_Wael_S,52,-34.78386584146194,32.991907281637694,5.41319643621371,0.0013349173444796457,7.751823603962146e-11,0.0,True,log,3e+22,5e+20,71,Lambeck,Wael,S,False
output48Cp53_Lambeck_Wael_S,53,-34.86160071318806,40.25204016568007,5.490931307939832,0.0012350784668370108,5.04262297229474e-11,0.0,True,log,3e+21,5e+20,48,Lambeck,Wael,S,False
output96Cp33_ICE6G_Wael_S,54,-34.95074828950327,31.47707210159329,5.5800788842550375,0.0011297393333354936,5.058866643734391e-11,0.0,True,log,3e+21,3e+20,96,ICE6G,Wael,S,False
output96Cp530_Lambeck_Wael_S,55,-34.96960551759907,39.0879915298313,5.598936112350842,0.001108635189239996,9.078760907027159e-12,0.0,True,log,3e+22,5e+20,96,Lambeck,Wael,S,False
output48Cp520_Lambeck_Wael_S,56,-35.123433420523156,37.328389322066535,5.752764015274927,0.0009505655047101904,3.977519412995542e-11,0.0,True,log,2e+22,5e+20,48,Lambeck,Wael,S,False
output96Cp520_Lambeck_Wael_S,57,-35.1796409208728,46.97570998155176,5.80897151562457,0.000898610404613652,7.130809254266203e-11,0.0,True,log,2e+22,5e+20,96,Lambeck,Wael,S,False
output96Cp320_Colleoni_Wael_S,58,-35.27130798033845,41.78666311209724,5.90063857509022,0.0008199001100253928,1.6111043656907567e-10,0.0,True,log,2e+22,3e+20,96,Colleoni,Wael,S,False
output48Cp310_ICE6G_Wael_S,59,-35.2863899383971,37.44393714001518,5.915720533148871,0.0008076271933962354,3.0628438796557545e-11,0.0,True,log,1e+22,3e+20,48,ICE6G,Wael,S,False
output71Cp33_Lambeck_Wael_S,60,-35.37026543596513,38.03223398657555,5.999596030716901,0.0007426501408741153,1.0095292363284616e-10,0.0,True,log,3e+21,3e+20,71,Lambeck,Wael,S,False
output71Cp35_ICE6G_Wael_S,61,-35.42889411053266,32.73299035073979,6.058224705284431,0.0007003613286128632,3.843226836202434e-11,0.0,True,log,5e+21,3e+20,71,ICE6G,Wael,S,False
output71Cp53_Colleoni_Wael_S,62,-35.43588381382601,41.54242968680098,6.065214408577781,0.0006954830793469329,2.7855252263645464e-11,0.0,True,log,3e+21,5e+20,71,Colleoni,Wael,S,False
output96Cp510_Lambeck_Wael_S,63,-35.43924547201012,39.979061942886894,6.068576066761892,0.0006931490283002953,1.5546477407430116e-10,0.0,True,log,1e+22,5e+20,96,Lambeck,Wael,S,False
output48Cp37_Lambeck_Wael_S,64,-35.54058914580469,39.24541559131997,6.169919740556459,0.0006263450080353525,2.702095205893281e-11,0.0,True,log,7e+21,3e+20,48,Lambeck,Wael,S,False
output71Cp510_ICE6G_Wael_S,65,-35.59832415681284,30.35810594130819,6.227654751564614,0.0005912070765196123,1.584956393027166e-10,0.0,True,log,1e+22,5e+20,71,ICE6G,Wael,S,False
output48Cp320_Lambeck_Wael_S,66,-35.67997750592357,38.899612000399316,6.309308100675338,0.0005448513418503973,4.371357746700182e-11,0.0,True,log,2e+22,3e+20,48,Lambeck,Wael,S,False
output48Cp53_Colleoni_Wael_S,67,-35.69345700133171,35.1979450483418,6.322787596083479,0.000537556297901837,2.6978319494963982e-11,0.0,True,log,3e+21,5e+20,48,Colleoni,Wael,S,False
output96Cp53_Lambeck_Wael_S,68,-35.783783658608485,44.028550841366545,6.413114253360256,0.0004911290074219913,1.1823628792052477e-10,0.0,True,log,3e+21,5e+20,96,Lambeck,Wael,S,False
output48Cp530_Colleoni_Wael_S,69,-35.87090534944481,38.95083617211274,6.500235944196582,0.00045015192940679874,3.8560166054200285e-11,0.0,True,log,3e+22,5e+20,48,Colleoni,Wael,S,False
output96Cp35_ICE6G_Wael_S,70,-35.89800993397496,33.14212852347008,6.527340528726732,0.0004381146184753835,3.6140180463100825e-11,0.0,True,log,5e+21,3e+20,96,ICE6G,Wael,S,False
output96Cp37_ICE6G_Wael_S,71,-35.968526072745526,34.130077566410534,6.597856667497297,0.00040828457678486864,4.728149048098424e-11,0.0,True,log,7e+21,3e+20,96,ICE6G,Wael,S,False
output71Cp57_ICE6G_Wael_S,72,-35.97338292416591,34.6945578354825,6.602713518917682,0.0004063064069845625,1.1367065038548765e-10,0.0,True,log,7e+21,5e+20,71,ICE6G,Wael,S,False
output96Cp320_Lambeck_Wael_S,73,-36.116137368347864,38.609862868061285,6.745467963099635,0.0003522542189251409,1.7587551461187013e-10,0.0,True,log,2e+22,3e+20,96,Lambeck,Wael,S,False
output48Cp53_ICE6G_Wael_S,74,-36.13147484261415,42.70098178783121,6.760805437365924,0.0003468927497071651,5.596846305594025e-11,0.0,True,log,3e+21,5e+20,48,ICE6G,Wael,S,False
output48Cp37_ICE6G_Wael_S,75,-36.20385535178665,31.324095970200148,6.833185946538421,0.0003226716182631538,5.539292344053572e-11,0.0,True,log,7e+21,3e+20,48,ICE6G,Wael,S,False
output71Cp330_Lambeck_Wael_S,76,-36.29071496871439,34.0146345833764,6.920045563466161,0.0002958272080891335,4.52625606285924e-11,0.0,True,log,3e+22,3e+20,71,Lambeck,Wael,S,False
output71Cp33_ICE6G_Wael_S,77,-36.29949353541208,32.836927449612375,6.928824130163854,0.00029324163463232094,5.852839349009672e-11,0.0,True,log,3e+21,3e+20,71,ICE6G,Wael,S,False
output71Cp310_ICE6G_Wael_S,78,-36.318376035260165,31.49053126685091,6.947706630011936,0.0002877564494914379,5.923183079788586e-11,0.0,True,log,1e+22,3e+20,71,ICE6G,Wael,S,False
output71Cp37_ICE6G_Wael_S,79,-36.3657841287624,33.16289392799201,6.99511472351417,0.00027443278494384616,4.378265515268639e-11,0.0,True,log,7e+21,3e+20,71,ICE6G,Wael,S,False
output71Cp53_ICE6G_Wael_S,80,-36.56454178885719,32.541175203281284,7.193872383608962,0.0002249658712295063,4.73059590147177e-11,0.0,True,log,3e+21,5e+20,71,ICE6G,Wael,S,False
output48Cp33_Lambeck_Wael_S,81,-36.57368058151708,37.932187643618846,7.203011176268852,0.0002229193205213052,2.811005902809387e-11,0.0,True,log,3e+21,3e+20,48,Lambeck,Wael,S,False
output71Cp520_Colleoni_Wael_S,82,-36.62352341074314,39.70290943675365,7.25285400549491,0.00021208074724627486,1.1917420433092328e-10,0.0,True,log,2e+22,5e+20,71,Colleoni,Wael,S,False
output96Cp55_ICE6G_Wael_S,83,-36.87885707827049,38.14076961569806,7.508187673022263,0.00016429004254224597,1.3938203972123114e-10,0.0,True,log,5e+21,5e+20,96,ICE6G,Wael,S,False
output48Cp57_Lambeck_Wael_S,84,-36.92165298944975,45.505002047848244,7.550983584201518,0.0001574074248434808,1.9995661029351326e-11,0.0,True,log,7e+21,5e+20,48,Lambeck,Wael,S,False
output48Cp55_ICE6G_Wael_S,85,-37.284685509853006,34.679101224650374,7.914016104604777,0.00010948690863670306,4.810473156768707e-11,0.0,True,log,5e+21,5e+20,48,ICE6G,Wael,S,False
output96Cp520_Colleoni_Wael_S,86,-37.294537674361486,39.99984518316174,7.923868269113257,0.00010841352187528022,1.2242453688244621e-10,0.0,True,log,2e+22,5e+20,96,Colleoni,Wael,S,False
output96Cp510_ICE6G_Wael_S,87,-37.51065267402745,35.38724775879513,8.139983268779218,8.734255683267865e-05,1.73250091835094e-11,0.0,True,log,1e+22,5e+20,96,ICE6G,Wael,S,False
output48Cp33_ICE6G_Wael_S,88,-37.747565473747144,33.34694420179656,8.376896068498915,6.891852586689955e-05,5.914656566966822e-11,0.0,True,log,3e+21,3e+20,48,ICE6G,Wael,S,False
output96Cp57_ICE6G_Wael_S,89,-37.83038940519593,39.27370380714154,8.459719999947701,6.344041322487167e-05,6.711984358782263e-11,0.0,True,log,7e+21,5e+20,96,ICE6G,Wael,S,False
output96Cp530_Colleoni_Wael_S,90,-37.8883997316782,38.16931785677403,8.51773032642997,5.9864924407681575e-05,1.2405878517339342e-10,0.0,True,log,3e+22,5e+20,96,Colleoni,Wael,S,False
output48Cp520_ICE6G_Wael_S,91,-37.99103370414057,31.610502024763534,8.62036429889234,5.402553428826346e-05,3.1056834783512845e-11,0.0,True,log,2e+22,5e+20,48,ICE6G,Wael,S,False
output48Cp57_ICE6G_Wael_S,92,-38.15112250282058,36.189362112924144,8.780453097572348,4.60334355994632e-05,7.082591164935439e-11,0.0,True,log,7e+21,5e+20,48,ICE6G,Wael,S,False
output48Cp35_ICE6G_Wael_S,93,-38.184482072073095,33.925266682363265,8.813812666824866,4.452311195228507e-05,2.9477650849556608e-12,0.0,True,log,5e+21,3e+20,48,ICE6G,Wael,S,False
output96Cp320_ICE6G_Wael_S,94,-38.284212475405305,30.27009142982903,8.913543070157075,4.0297040145197487e-05,1.577385108276124e-10,0.0,True,log,2e+22,3e+20,96,ICE6G,Wael,S,False
output96Cp330_ICE6G_Wael_S,95,-38.33066773257975,30.732661026644724,8.959998327331519,3.846784754023957e-05,8.249203518053765e-11,0.0,True,log,3e+22,3e+20,96,ICE6G,Wael,S,False
output96Cp520_ICE6G_Wael_S,96,-38.73041789883756,32.085260501348145,9.35974849358933,2.579221229406849e-05,8.821900962124892e-11,0.0,True,log,2e+22,5e+20,96,ICE6G,Wael,S,False
output96Cp53_ICE6G_Wael_S,97,-38.791313547030796,37.012155075774494,9.420644141782567,2.4268445055466424e-05,1.1734100407424728e-10,0.0,True,log,3e+21,5e+20,96,ICE6G,Wael,S,False
output71Cp530_ICE6G_Wael_S,98,-39.65063326299758,31.243273692043406,10.279963857749351,1.0276474288302227e-05,7.441001203907229e-11,0.0,True,log,3e+22,5e+20,71,ICE6G,Wael,S,False
output48Cp320_ICE6G_Wael_S,99,-39.8059194764446,31.075167540477878,10.435250071196371,8.798409967845062e-06,4.231331407931896e-11,0.0,True,log,2e+22,3e+20,48,ICE6G,Wael,S,False
output96Cp310_ICE6G_Wael_S,100,-39.83026042148385,37.021172182377065,10.45959101623562,8.586833782688294e-06,8.452814057684558e-11,0.0,True,log,1e+22,3e+20,96,ICE6G,Wael,S,False
output48Cp330_ICE6G_Wael_S,101,-39.933438366359184,33.19014705777777,10.562768961110955,7.74503606005569e-06,2.6722524111162866e-11,0.0,True,log,3e+22,3e+20,48,ICE6G,Wael,S,False
output48Cp530_ICE6G_Wael_S,102,-40.065608288941235,31.41121143047611,10.694938883693005,6.786139391503553e-06,4.4720571562441757e-11,0.0,True,log,3e+22,5e+20,48,ICE6G,Wael,S,False
output71Cp330_ICE6G_Wael_S,103,-40.33510182296143,32.3716563737866,10.964432417713198,5.183024017903145e-06,6.719503827192641e-11,0.0,True,log,3e+22,3e+20,71,ICE6G,Wael,S,False
output71Cp320_ICE6G_Wael_S,104,-40.42593804100062,29.67996099324388,11.055268635752391,4.732967835637804e-06,5.834167579118204e-11,0.0,True,log,2e+22,3e+20,71,ICE6G,Wael,S,False
output96Cp530_ICE6G_Wael_S,105,-40.4848226107761,28.72593345840361,11.11415320552787,4.462315873251697e-06,7.908538323076753e-11,0.0,True,log,3e+22,5e+20,96,ICE6G,Wael,S,False
output48Cp510_ICE6G_Wael_S,106,-40.57374092791955,40.78401708351021,11.203071522671323,4.082663394521498e-06,3.7373559687969814e-11,0.0,True,log,1e+22,5e+20,48,ICE6G,Wael,S,False
output71Cp520_ICE6G_Wael_S,107,-40.615355946869784,32.648768846118834,11.244686541621554,3.91624994509618e-06,9.27562254442588e-11,0.0,True,log,2e+22,5e+20,71,ICE6G,Wael,S,False
output96Cp520_ICE6G_Wael_T,108,-67.99783634760097,26.749193866751398,38.62716694235274,5.0212317114861144e-18,1.3737435603209078e-10,0.0,True,log,2e+22,5e+20,96,ICE6G,Wael,T,False
output71Cp520_ICE6G_Wael_T,109,-68.11381367582217,27.91756983730061,38.74314427057394,4.471383802589804e-18,7.981013681985448e-11,0.0,True,log,2e+22,5e+20,71,ICE6G,Wael,T,False
output48Cp53_Lambeck_Wael_T,110,-68.37760015905299,26.713897111526585,39.00693075380476,3.434637720495741e-18,4.7756565627622733e-11,0.0,True,log,3e+21,5e+20,48,Lambeck,Wael,T,False
output71Cp35_Lambeck_Wael_T,111,-68.48911506085781,29.65761267341901,39.118445655609584,3.0722080917836694e-18,5.54568722866912e-11,0.0,True,log,5e+21,3e+20,71,Lambeck,Wael,T,False
output48Cp57_ICE6G_Wael_T,112,-68.51381477742095,27.366389379515077,39.14314537217272,2.9972548946211094e-18,4.355725806538276e-11,0.0,True,log,7e+21,5e+20,48,ICE6G,Wael,T,False
output96Cp330_ICE6G_Wael_T,113,-68.58010046481229,27.352518104687455,39.20943105956406,2.8050213412934818e-18,1.2613356996020976e-10,0.0,True,log,3e+22,3e+20,96,ICE6G,Wael,T,False
output96Cp55_ICE6G_Wael_T,114,-68.65108434444461,28.58502523411468,39.28041493919638,2.612812605178007e-18,1.1007925732157657e-10,0.0,True,log,5e+21,5e+20,96,ICE6G,Wael,T,False
output71Cp33_ICE6G_Wael_T,115,-68.67180525718554,20.147173410400775,39.30113585193731,2.5592298026256744e-18,3.4758762426456985e-11,0.0,True,log,3e+21,3e+20,71,ICE6G,Wael,T,False
output96Cp320_ICE6G_Wael_T,116,-68.672545704631,27.576917415307683,39.301876299382776,2.5573355288544537e-18,7.112730460736006e-11,0.0,True,log,2e+22,3e+20,96,ICE6G,Wael,T,False
output96Cp310_ICE6G_Wael_T,117,-68.71159899576585,29.34082092073435,39.340929590517625,2.459388191320786e-18,4.1760175938425415e-12,0.0,True,log,1e+22,3e+20,96,ICE6G,Wael,T,False
output96Cp37_ICE6G_Wael_T,118,-68.72542643264084,34.606111914947284,39.354757027392615,2.425615191466652e-18,1.3570142835234666e-10,0.0,True,log,7e+21,3e+20,96,ICE6G,Wael,T,False
output48Cp310_ICE6G_Wael_T,119,-68.72615691213036,29.13030034946525,39.355487506882135,2.423843976324156e-18,5.971095295920142e-11,0.0,True,log,1e+22,3e+20,48,ICE6G,Wael,T,False
output71Cp330_ICE6G_Wael_T,120,-68.75517563366326,27.94665618876158,39.38450622841503,2.354517865296638e-18,3.1888169781814734e-11,0.0,True,log,3e+22,3e+20,71,ICE6G,Wael,T,False
output71Cp320_ICE6G_Wael_T,121,-68.7822381069333,30.615791481589667,39.41156870168508,2.29165326101469e-18,7.490109132369895e-12,0.0,True,log,2e+22,3e+20,71,ICE6G,Wael,T,False
output71Cp53_Lambeck_Wael_T,122,-68.811571496238,32.50144609489199,39.44090209098977,2.225407657793177e-18,1.2408053728605604e-11,0.0,True,log,3e+21,5e+20,71,Lambeck,Wael,T,False
output48Cp320_ICE6G_Wael_T,123,-68.81448051028595,27.177711671365202,39.44381110503772,2.2189433226391044e-18,7.099792431473863e-11,0.0,True,log,2e+22,3e+20,48,ICE6G,Wael,T,False
output48Cp330_Lambeck_Wael_T,124,-68.81692193551098,28.431693419640276,39.44625253026275,2.2135325461314823e-18,4.8720927159221294e-11,0.0,True,log,3e+22,3e+20,48,Lambeck,Wael,T,False
output48Cp520_ICE6G_Wael_T,125,-68.82166252314839,26.64875583377924,39.45099311790016,2.203063934399005e-18,7.249568707740762e-11,0.0,True,log,2e+22,5e+20,48,ICE6G,Wael,T,False
output96Cp35_ICE6G_Wael_T,126,-68.84635071267272,28.126690935227323,39.47568130742449,2.149340174353303e-18,1.563071676776436e-10,0.0,True,log,5e+21,3e+20,96,ICE6G,Wael,T,False
output48Cp510_ICE6G_Wael_T,127,-68.85616921669778,27.286172892190123,39.48549981144955,2.1283401324072448e-18,4.7619585920228045e-11,0.0,True,log,1e+22,5e+20,48,ICE6G,Wael,T,False
output71Cp530_ICE6G_Wael_T,128,-68.90102827182514,30.95872268433822,39.53035886657691,2.0349746060923648e-18,4.060238880690608e-11,0.0,True,log,3e+22,5e+20,71,ICE6G,Wael,T,False
output96Cp33_Lambeck_Wael_T,129,-68.90863614499139,27.176575401956605,39.53796673974316,2.01955152022099e-18,1.2842151756764946e-10,0.0,True,log,3e+21,3e+20,96,Lambeck,Wael,T,False
output96Cp33_ICE6G_Wael_T,130,-68.93975527308929,34.871136034623284,39.56908586784106,1.9576726397087253e-18,9.013747500488408e-11,0.0,True,log,3e+21,3e+20,96,ICE6G,Wael,T,False
output71Cp55_ICE6G_Wael_T,131,-68.94021054449155,22.70118832873421,39.56954113924332,1.956781570196747e-18,2.2607493798928986e-11,0.0,True,log,5e+21,5e+20,71,ICE6G,Wael,T,False
output71Cp320_Lambeck_Wael_T,132,-68.94888957033648,26.09883511240224,39.57822016508825,1.9398720973983084e-18,9.360078290786336e-11,0.0,True,log,2e+22,3e+20,71,Lambeck,Wael,T,False
output48Cp33_ICE6G_Wael_T,133,-68.95093868160545,28.84936411782354,39.58026927635722,1.9359011534619692e-18,2.6447389033175528e-11,0.0,True,log,3e+21,3e+20,48,ICE6G,Wael,T,False
output71Cp37_ICE6G_Wael_T,134,-68.95264164140083,26.935340340635243,39.5819722361526,1.932607197168771e-18,5.832233609690876e-11,0.0,True,log,7e+21,3e+20,71,ICE6G,Wael,T,False
output96Cp53_Lambeck_Wael_T,135,-68.95269994253795,25.994307946044756,39.58203053728972,1.9324945272569457e-18,1.1637466595446917e-10,0.0,True,log,3e+21,5e+20,96,Lambeck,Wael,T,False
