,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate,true_model
output96Cp510_Lambeck_Wael_S,49,-25.264451273642763,25.644251226772685,4.565357477163232,0.0031865503780609955,5.120864280203754e-13,0.0,True,log,1e+22,5e+20,96,Lambeck,Wael,S,False
output71Cp510_Lambeck_Wael_T,50,-25.273842605335012,29.30140248189275,4.574748808855482,0.003156764509909982,4.465267081027228e-12,0.0,True,log,1e+22,5e+20,71,Lambeck,Wael,T,False
output71Cp35_ICE6G_Wael_T,51,-25.34267547936516,27.650258761377597,4.643581682885628,0.0029467849829699602,6.344652566978866e-12,0.0,True,log,5e+21,3e+20,71,ICE6G,Wael,T,False
output48Cp55_Colleoni_Wael_S,52,-25.37399527380818,28.253788175525393,4.67490147732865,0.0028559226058665972,2.5503545352320163e-12,0.0,True,log,5e+21,5e+20,48,Colleoni,Wael,S,False
output48Cp320_Lambeck_Wael_S,53,-25.41097712639685,28.346086965662966,4.71188332991732,0.0027522344051539808,2.40824600556594e-12,0.0,True,log,2e+22,3e+20,48,Lambeck,Wael,S,False
output48Cp510_ICE6G_Wael_T,54,-25.415929081645178,25.87945280947857,4.716835285165647,0.0027386391528691155,2.756411906450401e-12,0.0,True,log,1e+22,5e+20,48,ICE6G,Wael,T,False
output96Cp35_Lambeck_Wael_T,55,-25.473272936092222,26.004025408415604,4.774179139612691,0.002586012936988502,5.254957857232616e-12,0.0,True,log,5e+21,3e+20,96,Lambeck,Wael,T,False
output96Cp510_ICE6G_Wael_T,56,-25.515163518306792,21.07658058229977,4.816069721827262,0.002479920990065934,7.181433979384813e-13,0.0,True,log,1e+22,5e+20,96,ICE6G,Wael,T,False
output96Cp320_Colleoni_Wael_T,57,-25.54878609591995,28.962371219625016,4.84969229944042,0.002397925822870129,6.2461649507960456e-12,0.0,True,log,2e+22,3e+20,96,Colleoni,Wael,T,False
output71Cp57_ICE6G_Wael_S,58,-25.55156920531645,18.914817382787156,4.85247540883692,0.0023912614111756096,5.75845482210231e-12,0.0,True,log,7e+21,5e+20,71,ICE6G,Wael,S,False
output71Cp320_Colleoni_Wael_S,59,-25.58887924228806,28.670976816305394,4.889785445808528,0.0023036872163932232,6.994799159128061e-12,0.0,True,log,2e+22,3e+20,71,Colleoni,Wael,S,False
output71Cp55_ICE6G_Wael_T,60,-25.58935481618787,24.85948775727831,4.8902610197083405,0.0023025919033514072,6.613000695344392e-13,0.0,True,log,5e+21,5e+20,71,ICE6G,Wael,T,False
output96Cp530_ICE6G_Wael_S,61,-25.654112958708907,20.592833488868692,4.955019162229377,0.002158205869180145,2.514827402630228e-12,0.0,True,log,3e+22,5e+20,96,ICE6G,Wael,S,False
output48Cp35_ICE6G_Wael_S,62,-25.721028229649566,22.43219378201727,5.021934433170035,0.0020185147919682496,2.0610684828491194e-12,0.0,True,log,5e+21,3e+20,48,ICE6G,Wael,S,False
output71Cp57_Colleoni_Wael_T,63,-25.787273700656023,23.37626849329819,5.088179904176492,0.001889130213175611,3.179184797767586e-12,0.0,True,log,7e+21,5e+20,71,Colleoni,Wael,T,False
output96Cp520_Colleoni_Wael_T,64,-25.79993614346398,21.98827152564667,5.10084234698445,0.0018653600218421279,2.461536703954119e-12,0.0,True,log,2e+22,5e+20,96,Colleoni,Wael,T,False
output96Cp37_Lambeck_Wael_T,65,-25.821076278113882,29.2231195839854,5.121982481634351,0.001826339957693678,6.2700455811413865e-12,0.0,True,log,7e+21,3e+20,96,Lambeck,Wael,T,False
output96Cp53_Lambeck_Wael_T,66,-25.832498703700768,25.45942609272443,5.133404907221237,0.0018055974160256713,1.833694852872332e-12,0.0,True,log,3e+21,5e+20,96,Lambeck,Wael,T,False
output48Cp53_Colleoni_Wael_T,67,-25.86235157678839,24.370483628538757,5.163257780308861,0.0017524917675047903,4.50533529493427e-12,0.0,True,log,3e+21,5e+20,48,Colleoni,Wael,T,False
output48Cp510_Lambeck_Wael_T,68,-25.89087189669493,28.9352691907246,5.191778100215398,0.0017032161597651766,6.280703721973251e-12,0.0,True,log,1e+22,5e+20,48,Lambeck,Wael,T,False
output96Cp57_ICE6G_Wael_S,69,-25.89105107428404,22.63267442032992,5.191957277804509,0.0017029110089391598,1.7626405959101488e-12,0.0,True,log,7e+21,5e+20,96,ICE6G,Wael,S,False
output71Cp53_Colleoni_Wael_S,70,-25.892267232878922,22.763965206766585,5.193173436399391,0.0017008412579073643,4.77790587368707e-12,0.0,True,log,3e+21,5e+20,71,Colleoni,Wael,S,False
output71Cp55_Lambeck_Wael_S,71,-25.94253660253065,24.039903578936368,5.243442806051121,0.0016174544990848847,2.2209405720006285e-12,0.0,True,log,5e+21,5e+20,71,Lambeck,Wael,S,False
output71Cp330_Lambeck_Wael_S,72,-25.944027341451072,26.6861060194341,5.244933544971541,0.0016150450930542987,1.6880336276051523e-12,0.0,True,log,3e+22,3e+20,71,Lambeck,Wael,S,False
output96Cp330_ICE6G_Wael_T,73,-25.964976942164384,24.884989457190077,5.265883145684853,0.0015815624913670032,2.3371917415303017e-12,0.0,True,log,3e+22,3e+20,96,ICE6G,Wael,T,False
output48Cp310_Lambeck_Wael_T,74,-25.98710411999314,28.20699878005078,5.2880103235136104,0.001546951312882503,2.4757475569070292e-12,0.0,True,log,1e+22,3e+20,48,Lambeck,Wael,T,False
output48Cp55_Lambeck_Wael_T,75,-25.989910812653736,29.925434664318825,5.290817016174206,0.001542615583362749,3.2999770541455313e-12,0.0,True,log,5e+21,5e+20,48,Lambeck,Wael,T,False
output48Cp55_ICE6G_Wael_S,76,-25.999521401072045,24.817563114019507,5.300427604592514,0.0015278611528466589,3.0238537730568264e-12,0.0,True,log,5e+21,5e+20,48,ICE6G,Wael,S,False
output71Cp35_Colleoni_Wael_T,77,-26.018610527857497,24.955713332784942,5.319516731377966,0.0014989722270164422,2.156003371085684e-12,0.0,True,log,5e+21,3e+20,71,Colleoni,Wael,T,False
output71Cp320_Colleoni_Wael_T,78,-26.02453966265579,22.3103342250782,5.32544586617626,0.001490110914540681,3.033523548351116e-12,0.0,True,log,2e+22,3e+20,71,Colleoni,Wael,T,False
output48Cp37_Lambeck_Wael_T,79,-26.064394885707657,31.783380155885673,5.365301089228126,0.0014318901195321647,2.032646778545749e-12,0.0,True,log,7e+21,3e+20,48,Lambeck,Wael,T,False
output71Cp310_Colleoni_Wael_S,80,-26.071658010326992,27.09514572363559,5.372564213847461,0.0014215278001152856,7.126249563250733e-12,0.0,True,log,1e+22,3e+20,71,Colleoni,Wael,S,False
output71Cp57_Colleoni_Wael_S,81,-26.08407288542248,21.840008945746373,5.3849790889429485,0.001403988807505125,2.6462777938182946e-12,0.0,True,log,7e+21,5e+20,71,Colleoni,Wael,S,False
output71Cp33_Lambeck_Wael_S,82,-26.08494736129665,25.230300460536835,5.385853564817118,0.0014027615898299628,2.2306103466164724e-12,0.0,True,log,3e+21,3e+20,71,Lambeck,Wael,S,False
output48Cp530_Lambeck_Wael_S,83,-26.089866977279605,28.25375767440287,5.390773180800075,0.0013958774889428391,2.0219886394691442e-12,0.0,True,log,3e+22,5e+20,48,Lambeck,Wael,S,False
output48Cp330_ICE6G_Wael_S,84,-26.090215525542927,24.964758995558924,5.391121729063396,0.0013953910430485866,3.610051489476274e-12,0.0,True,log,3e+22,3e+20,48,ICE6G,Wael,S,False
output96Cp520_Colleoni_Wael_S,85,-26.102354664650623,30.263777654426026,5.403260868171092,0.0013785545938157049,1.0546624966981914e-12,0.0,True,log,2e+22,5e+20,96,Colleoni,Wael,S,False
output71Cp310_ICE6G_Wael_S,86,-26.13112785951073,27.081316916799807,5.4320340630312,0.0013394543902905905,1.6525065004422696e-12,0.0,True,log,1e+22,3e+20,71,ICE6G,Wael,S,False
output71Cp53_Lambeck_Wael_T,87,-26.138968224400465,34.543673606597366,5.439874427920934,0.001328993640750906,2.4544312774853163e-12,0.0,True,log,3e+21,5e+20,71,Lambeck,Wael,T,False
output71Cp37_Lambeck_Wael_S,88,-26.140076704612298,33.60359149434434,5.440982908132767,0.001327521293783,2.468642130428038e-12,0.0,True,log,7e+21,3e+20,71,Lambeck,Wael,S,False
output48Cp53_Lambeck_Wael_T,89,-26.18270315898763,27.528214785870023,5.483609362508098,0.0012721228750626498,4.536321351952241e-12,0.0,True,log,3e+21,5e+20,48,Lambeck,Wael,T,False
output71Cp57_ICE6G_Wael_T,90,-26.25214408531741,32.145607362159744,5.5530502888378805,0.0011867828204584058,4.095784873699874e-12,0.0,True,log,7e+21,5e+20,71,ICE6G,Wael,T,False
output71Cp35_Lambeck_Wael_S,91,-26.289706143468084,22.95867999497443,5.590612346988554,0.0011430316510809145,9.632803739724118e-13,0.0,True,log,5e+21,3e+20,71,Lambeck,Wael,S,False
output48Cp33_ICE6G_Wael_T,92,-26.325621151389093,24.67073129031025,5.6265273549095625,0.001102708104831144,3.1578685172994018e-12,0.0,True,log,3e+21,3e+20,48,ICE6G,Wael,T,False
output71Cp55_ICE6G_Wael_S,93,-26.3307678980626,20.76614063662623,5.631674101583069,0.0010970473253556004,2.248373912333722e-12,0.0,True,log,5e+21,5e+20,71,ICE6G,Wael,S,False
output48Cp57_Colleoni_Wael_S,94,-26.407444170184277,26.44545925185086,5.7083503737047465,0.00101607386567312,2.7396367046806487e-12,0.0,True,log,7e+21,5e+20,48,Colleoni,Wael,S,False
output48Cp57_Colleoni_Wael_T,95,-26.452866468042217,24.64685261464807,5.753772671562686,0.0009709539385814583,3.393335968439094e-12,0.0,True,log,7e+21,5e+20,48,Colleoni,Wael,T,False
output96Cp310_Lambeck_Wael_S,96,-26.455426719254678,27.389448798411717,5.756332922775147,0.000968471232115111,5.4716733859434345e-12,0.0,True,log,1e+22,3e+20,96,Lambeck,Wael,S,False
output48Cp510_Colleoni_Wael_S,97,-26.47045739408602,27.928205185576097,5.771363597606488,0.0009540233089656972,2.6071979476321786e-12,0.0,True,log,1e+22,5e+20,48,Colleoni,Wael,S,False
output96Cp57_Lambeck_Wael_S,98,-26.49026159708607,24.525049141260975,5.791167800606541,0.0009353154957931295,8.019286960656168e-13,0.0,True,log,7e+21,5e+20,96,Lambeck,Wael,S,False
output48Cp37_Colleoni_Wael_S,99,-26.530923858269702,24.335033447246317,5.831830061790171,0.0008980463124393088,2.8416770265149655e-12,0.0,True,log,7e+21,3e+20,48,Colleoni,Wael,S,False
output48Cp33_ICE6G_Wael_S,100,-26.54369390380309,25.52271800085187,5.844600107323558,0.0008866511334695936,2.539295733374062e-14,0.0,True,log,3e+21,3e+20,48,ICE6G,Wael,S,False
output48Cp55_Colleoni_Wael_T,101,-26.548197273330985,24.041810566643626,5.849103476851454,0.0008826671930843326,4.355132961264408e-12,0.0,True,log,5e+21,5e+20,48,Colleoni,Wael,T,False
output48Cp53_ICE6G_Wael_T,102,-26.582669700301846,25.641143671927132,5.883575903822315,0.000852757995859294,3.90492670900852e-12,0.0,True,log,3e+21,5e+20,48,ICE6G,Wael,T,False
output48Cp37_Colleoni_Wael_T,103,-26.600187665036227,23.06337927321352,5.901093868556696,0.000837949497437074,4.7469198165558015e-12,0.0,True,log,7e+21,3e+20,48,Colleoni,Wael,T,False
output48Cp530_ICE6G_Wael_S,104,-26.618210869547156,23.25341036093174,5.919117073067625,0.0008229822463449589,3.367478609452153e-12,0.0,True,log,3e+22,5e+20,48,ICE6G,Wael,S,False
output71Cp55_Lambeck_Wael_T,105,-26.645636958316324,24.359007171212504,5.946543161836793,0.000800717771508819,1.8230367142454436e-12,0.0,True,log,5e+21,5e+20,71,Lambeck,Wael,T,False
output96Cp33_Lambeck_Wael_T,106,-26.648094910874743,32.63311748029379,5.949001114395212,0.0007987520620139049,6.887333684996703e-13,0.0,True,log,3e+21,3e+20,96,Lambeck,Wael,T,False
output96Cp530_Colleoni_Wael_T,107,-26.65393318539142,28.605981251316955,5.954839388911889,0.0007941023146632018,5.085337246517981e-13,0.0,True,log,3e+22,5e+20,96,Colleoni,Wael,T,False
output96Cp37_Lambeck_Wael_S,108,-26.65699069137523,33.188822050604045,5.9578968948957005,0.000791678050074478,5.058570245536399e-12,0.0,True,log,7e+21,3e+20,96,Lambeck,Wael,S,False
output96Cp33_ICE6G_Wael_T,109,-26.658826487398166,28.46334763345152,5.959732690918635,0.000790226023878791,1.3007879698972648e-12,0.0,True,log,3e+21,3e+20,96,ICE6G,Wael,T,False
output96Cp55_ICE6G_Wael_T,110,-26.689389091676688,31.54456428391196,5.990295295197157,0.0007664399916274436,5.42805245796233e-12,0.0,True,log,5e+21,5e+20,96,ICE6G,Wael,T,False
output71Cp320_ICE6G_Wael_S,111,-26.69475413607823,24.810731497514887,5.9956603395987,0.0007623390178312956,3.90492670900852e-12,0.0,True,log,2e+22,3e+20,71,ICE6G,Wael,S,False
output48Cp37_ICE6G_Wael_T,112,-26.705607533876748,24.71760755258137,6.006513737397217,0.0007541097875492267,2.785821977931778e-12,0.0,True,log,7e+21,3e+20,48,ICE6G,Wael,T,False
output48Cp35_ICE6G_Wael_T,113,-26.710071354765446,24.245487375824577,6.010977558285916,0.0007507510784421236,1.8585638431092086e-12,0.0,True,log,5e+21,3e+20,48,ICE6G,Wael,T,False
output71Cp55_Colleoni_Wael_T,114,-26.721326527107248,31.04815433510836,6.022232730627717,0.0007423486199289281,4.280525977034081e-12,0.0,True,log,5e+21,5e+20,71,Colleoni,Wael,T,False
output96Cp57_ICE6G_Wael_T,115,-26.727251364170225,27.277429904491186,6.028157567690695,0.0007379633292066025,5.553385798523581e-12,0.0,True,log,7e+21,5e+20,96,ICE6G,Wael,T,False
output71Cp37_Lambeck_Wael_T,116,-26.73991622354129,28.832528043019988,6.040822427061759,0.0007286760625228999,4.191708138805022e-12,0.0,True,log,7e+21,3e+20,71,Lambeck,Wael,T,False
output48Cp53_ICE6G_Wael_S,117,-26.74617027062964,22.098869147701535,6.04707647415011,0.0007241331088463169,5.130612881960058e-12,0.0,True,log,3e+21,5e+20,48,ICE6G,Wael,S,False
output48Cp520_ICE6G_Wael_S,118,-26.753202397325815,27.35004592479111,6.054108600846284,0.000719058775667383,2.4163397968178363e-12,0.0,True,log,2e+22,5e+20,48,ICE6G,Wael,S,False
output71Cp330_Colleoni_Wael_T,119,-26.759404618865126,25.5473660444911,6.0603108223855955,0.0007146128155080446,2.692463066743913e-12,0.0,True,log,3e+22,3e+20,71,Colleoni,Wael,T,False
output71Cp33_ICE6G_Wael_T,120,-26.78014399729232,25.582634343719644,6.08105020081279,0.0006999448182200947,9.526222417136646e-13,0.0,True,log,3e+21,3e+20,71,ICE6G,Wael,T,False
output48Cp55_ICE6G_Wael_T,121,-26.791512020321452,29.58679176384544,6.092418223841921,0.0006920328861265765,5.8660245950051296e-12,0.0,True,log,5e+21,5e+20,48,ICE6G,Wael,T,False
output48Cp35_Colleoni_Wael_T,122,-26.81402789685845,28.333069370550948,6.1149341003789175,0.00067662526803743,4.036377108821425e-12,0.0,True,log,5e+21,3e+20,48,Colleoni,Wael,T,False
output71Cp510_Colleoni_Wael_S,123,-26.81767743047299,23.242666305305566,6.11858363399346,0.0006741604019187249,2.5975281726202966e-12,0.0,True,log,1e+22,5e+20,71,Colleoni,Wael,S,False
output48Cp310_ICE6G_Wael_T,124,-26.82598399080464,23.167123303474604,6.12689019432511,0.0006685836417802975,3.5247863662490833e-12,0.0,True,log,1e+22,3e+20,48,ICE6G,Wael,T,False
output48Cp510_ICE6G_Wael_S,125,-26.84770670560722,24.63590295065728,6.148612909127689,0.0006542167983723345,1.8265894271179486e-12,0.0,True,log,1e+22,5e+20,48,ICE6G,Wael,S,False
output71Cp53_ICE6G_Wael_T,126,-26.851950264779223,25.03934733510077,6.152856468299692,0.0006514464728546445,2.4295622848854474e-12,0.0,True,log,3e+21,5e+20,71,ICE6G,Wael,T,False
output48Cp520_Colleoni_Wael_T,127,-26.880836117764822,24.377627137745073,6.1817423212852916,0.0006328980687515581,3.811567793154606e-12,0.0,True,log,2e+22,5e+20,48,Colleoni,Wael,T,False
output96Cp510_ICE6G_Wael_S,128,-26.900521743984182,23.87333449041627,6.201427947504651,0.0006205609047444892,1.7946150113803277e-12,0.0,True,log,1e+22,5e+20,96,ICE6G,Wael,S,False
output71Cp330_Colleoni_Wael_S,129,-26.904052782957876,29.21046790867667,6.204958986478346,0.0006183735441049243,4.390660096648309e-12,0.0,True,log,3e+22,3e+20,71,Colleoni,Wael,S,False
output96Cp53_Lambeck_Wael_S,130,-26.908616806150306,26.162956575248042,6.209523009670775,0.0006155577035764783,3.867535625726546e-13,0.0,True,log,3e+21,5e+20,96,Lambeck,Wael,S,False
output71Cp530_Lambeck_Wael_T,131,-26.911788031089117,33.246098271700596,6.212694234609586,0.0006136087235961076,5.776218390092713e-12,0.0,True,log,3e+22,5e+20,71,Lambeck,Wael,T,False
output96Cp37_ICE6G_Wael_S,132,-26.93572021286665,21.033823820722034,6.236626416387118,0.00059909805661723,2.3194281756127244e-12,0.0,True,log,7e+21,3e+20,96,ICE6G,Wael,S,False
output71Cp33_Lambeck_Wael_T,133,-26.950205789278613,28.624616241575882,6.251111992799082,0.0005904823284879023,5.624440070380403e-12,0.0,True,log,3e+21,3e+20,71,Lambeck,Wael,T,False
output96Cp310_ICE6G_Wael_S,134,-26.950444518537555,19.320360005260817,6.2513507220580244,0.0005903413799040551,1.918959962850996e-12,0.0,True,log,1e+22,3e+20,96,ICE6G,Wael,S,False
output96Cp320_ICE6G_Wael_S,135,-26.958932324428353,24.593651811464415,6.259838527948823,0.0005853518817628821,4.054140676395057e-12,0.0,True,log,2e+22,3e+20,96,ICE6G,Wael,S,False
output96Cp310_ICE6G_Wael_T,136,-26.960653377165468,26.793294068225876,6.261559580685937,0.0005843453267200842,2.942141365385606e-12,0.0,True,log,1e+22,3e+20,96,ICE6G,Wael,T,False
