,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale,LMV,UMV,lithosphere,ice_history,esl_curve,deglacial_rate
output71Cp53_L6G_Glac_Wael_T,0,-62.3034930400614,39.79454353620051,0.0,0.11676796577891416,1.5510874508377554e-12,0.0,True,log,3e+21,5e+20,71.0,L6G,Glac,T
output71Cp340_L6G-32_Glac_Wael_T,1,-62.98395265330025,52.95911944077936,0.6804596132388525,0.059129452701957554,1.3398740842981988e-11,0.0,True,log,4e+22,3e+20,71.0,L6G-32,Glac,T
output71Cp43_Lambeck_Glac_Wael_T,2,-63.0294826676043,40.759167250615846,0.7259896275429014,0.05649765538282489,1.1238691108401036e-11,0.0,True,log,3e+21,4e+20,71.0,Lambeck,Glac,T
output71Cp53_L6G-47_Glac_Wael_T,3,-63.189179114256525,37.47124434044838,0.885686074195128,0.048158742654610766,9.718129830641907e-12,0.0,True,log,3e+21,5e+20,71.0,L6G-47,Glac,T
output71Cp410_L6G-32_Glac_Wael_S,4,-63.19405518970876,33.294289152641774,0.8905621496473657,0.04792448857615813,3.5303502453153982e-12,0.0,True,log,1e+22,4e+20,71.0,L6G-32,Glac,S
output71Cp440_L6G-32_Glac_Wael_T,5,-63.44863553362903,47.33779869606089,1.1451424935676329,0.03715306509258529,9.206539133495274e-12,0.0,True,log,4e+22,4e+20,71.0,L6G-32,Glac,T
output71Cp33_L6G-47_Glac_Wael_T,6,-63.48837541839804,38.02729404514457,1.1848823783366456,0.035705558924990215,1.1740263177308608e-11,0.0,True,log,3e+21,3e+20,71.0,L6G-47,Glac,T
output71Cp53_Lambeck_Glac_Wael_T,7,-63.70674209284461,36.61844844112259,1.4032490527832095,0.028701222405991433,1.2266064755411911e-11,0.0,True,log,3e+21,5e+20,71.0,Lambeck,Glac,T
output71Cp37_L6G_Glac_Wael_T,8,-63.7408696579783,36.482252841754146,1.4373766179169039,0.02773824506726241,1.3071891208226566e-11,0.0,True,log,7e+21,3e+20,71.0,L6G,Glac,T
output71Cp45_L6G_Glac_Wael_T,9,-63.81804965234718,37.88075583347407,1.51455661228578,0.02567793736451436,2.7021631957443134e-12,0.0,True,log,5e+21,4e+20,71.0,L6G,Glac,T
output71Cp420_L6G-32_Glac_Wael_T,10,-63.83636722838477,49.1534145099359,1.532874188323376,0.025211861516174935,1.1721860122150324e-11,0.0,True,log,2e+22,4e+20,71.0,L6G-32,Glac,T
output71Cp33_Lambeck_Glac_Wael_T,11,-63.8713488530937,51.57847989261409,1.5678558130323026,0.024345157379201482,6.4496339082508565e-12,0.0,True,log,3e+21,3e+20,71.0,Lambeck,Glac,T
output71Cp35_L6G-32_Glac_Wael_S,12,-64.06823367348852,41.4277066558557,1.7647406334271238,0.019994318011356402,4.4074639435504555e-12,0.0,True,log,5e+21,3e+20,71.0,L6G-32,Glac,S
output71Cp55_L6G_Glac_Wael_T,13,-64.22289395423124,50.550663098416514,1.9194009141698416,0.017129255558010037,5.800127013941599e-12,0.0,True,log,5e+21,5e+20,71.0,L6G,Glac,T
output71Cp43_L6G_Glac_Wael_S,14,-64.22305004325167,42.84372522395867,1.9195570031902776,0.01712658207794398,8.69914064632922e-12,0.0,True,log,3e+21,4e+20,71.0,L6G,Glac,S
output71Cp37_L6G-32_Glac_Wael_S,15,-64.33356675291134,37.443517307179434,2.0300737128499406,0.015334651236515234,1.1935022923532473e-11,0.0,True,log,7e+21,3e+20,71.0,L6G-32,Glac,S
output71Cp55_L6G-47_Glac_Wael_T,16,-64.37350259475258,41.79676865262741,2.0700095546911825,0.014734316257403941,1.3370319135565965e-11,0.0,True,log,5e+21,5e+20,71.0,L6G-47,Glac,T
output96Cp35_L6G-32_Glac_Wael_T,17,-64.46665081336651,38.83762996053895,2.163157773305116,0.013423823397100845,6.9896462353351186e-12,0.0,True,log,5e+21,3e+20,96.0,L6G-32,Glac,T
output71Cp35_L6G_Glac_Wael_T,18,-64.51467532220086,40.68879497274179,2.211182282139461,0.012794386052206468,8.358080192723097e-12,0.0,True,log,5e+21,3e+20,71.0,L6G,Glac,T
output71Cp430_L6G-32_Glac_Wael_T,19,-64.54696739521187,44.56793556862468,2.243474355150468,0.01238782842644088,2.4463683021817156e-12,0.0,True,log,3e+22,4e+20,71.0,L6G-32,Glac,T
output96Cp47_L6G-32_Glac_Wael_T,20,-64.56282119957743,38.908317665513565,2.2593281595160306,0.012192982821179919,3.6216753571089785e-12,0.0,True,log,7e+21,4e+20,96.0,L6G-32,Glac,T
output71Cp340_L6G-47_Glac_Wael_T,21,-64.58862174114097,33.6553719527385,2.2851287010795716,0.011882420822405532,2.214802967241432e-12,0.0,True,log,4e+22,3e+20,71.0,L6G-47,Glac,T
output96Cp37_L6G-32_Glac_Wael_T,22,-64.61876052332457,34.61232424198373,2.3152674832631703,0.011529641994915511,1.6596182971333312e-11,0.0,True,log,7e+21,3e+20,96.0,L6G-32,Glac,T
output71Cp310_L6G_Glac_Wael_T,23,-64.61912837534045,39.27068815455172,2.3156353352790546,0.011525401572839598,1.0840787217841987e-11,0.0,True,log,1e+22,3e+20,71.0,L6G,Glac,T
output96Cp310_L6G-32_Glac_Wael_T,24,-64.71447482444874,36.57659086698931,2.410981784387346,0.010477257783749055,1.2276083407141353e-11,0.0,True,log,1e+22,3e+20,96.0,L6G-32,Glac,T
output71Cp35_Lambeck_Glac_Wael_T,25,-64.71736107831893,44.3679419643897,2.413868038257533,0.01044706135616358,1.4990356470470457e-11,0.0,True,log,5e+21,3e+20,71.0,Lambeck,Glac,T
output71Cp43_L6G-47_Glac_Wael_T,26,-64.76268107156235,42.47633497732623,2.4591880315009575,0.00998416897121501,3.7779946139190824e-12,0.0,True,log,3e+21,4e+20,71.0,L6G-47,Glac,T
output96Cp43_L6G-47_Glac_Wael_T,27,-64.83351090567278,34.64816932219183,2.5300178656113843,0.009301455577049847,2.584284370211198e-12,0.0,True,log,3e+21,4e+20,96.0,L6G-47,Glac,T
output96Cp320_L6G-32_Glac_Wael_T,28,-64.95306516367114,34.746232175112,2.649572123609744,0.008253329078138952,3.114277360691239e-12,0.0,True,log,2e+22,3e+20,96.0,L6G-32,Glac,T
output71Cp420_L6G_Glac_Wael_T,29,-64.95995193855342,45.55485151643761,2.656458898492019,0.008196685528308463,9.163906575765621e-12,0.0,True,log,2e+22,4e+20,71.0,L6G,Glac,T
output96Cp45_L6G_Glac_Wael_T,30,-64.9705715026142,37.360528491117606,2.6670784625528086,0.008110100860681197,7.899140727956063e-12,0.0,True,log,5e+21,4e+20,96.0,L6G,Glac,T
output71Cp310_L6G-47_Glac_Wael_T,31,-64.97967683724615,42.056352801513896,2.6761837971847484,0.008036590852930089,6.709621418984473e-12,0.0,True,log,1e+22,3e+20,71.0,L6G-47,Glac,T
output71Cp43_L6G-32_Glac_Wael_S,32,-65.06622606098448,45.12184291930892,2.762733020923079,0.007370280360580238,1.869051568940054e-13,0.0,True,log,3e+21,4e+20,71.0,L6G-32,Glac,S
output96Cp420_L6G-32_Glac_Wael_T,33,-65.2827382045796,35.39901517768034,2.979245164518204,0.005935454487683567,6.4111935580497246e-12,0.0,True,log,2e+22,4e+20,96.0,L6G-32,Glac,T
output71Cp310_L6G-32_Glac_Wael_T,34,-65.34844691035336,38.34093940007508,3.0449538702919625,0.005557980911485127,5.856970411556927e-12,0.0,True,log,1e+22,3e+20,71.0,L6G-32,Glac,T
output96Cp53_Lambeck_Glac_Wael_T,35,-65.3998389653164,37.468658639949325,3.096345925255008,0.005279560427737703,5.515910032433225e-12,0.0,True,log,3e+21,5e+20,96.0,Lambeck,Glac,T
output71Cp47_L6G_Glac_Wael_T,36,-65.46742786611146,63.82988827133747,3.163934826050067,0.004934512782862469,1.351661987458038e-11,0.0,True,log,7e+21,4e+20,71.0,L6G,Glac,T
output71Cp540_L6G-32_Glac_Wael_T,37,-65.50257488362664,35.80558254067884,3.1990818435652386,0.004764091813297464,3.1100851640457867e-12,0.0,True,log,4e+22,5e+20,71.0,L6G-32,Glac,T
output71Cp415_L6G-47_Glac_Wael_T,38,-65.55425795035306,35.68827613851276,3.2507649102916645,0.0045241235007301,1.8230431194999614e-11,0.0,True,log,1.5e+22,4e+20,71.0,L6G-47,Glac,T
output96Cp330_L6G-32_Glac_Wael_T,39,-65.59091195448828,44.68207369280132,3.2874189144268797,0.004361298581277996,5.497506983282593e-12,0.0,True,log,3e+22,3e+20,96.0,L6G-32,Glac,T
output96Cp55_L6G-32_Glac_Wael_T,40,-65.59570439544939,38.64568342743381,3.292211355387991,0.0043404473194427915,2.072694813138829e-12,0.0,True,log,5e+21,5e+20,96.0,L6G-32,Glac,T
output71Cp43_L6G-47_Glac_Wael_S,41,-65.62807249764393,38.4366482414882,3.32457945758253,0.004202204672552694,9.504967039214373e-12,0.0,True,log,3e+21,4e+20,71.0,L6G-47,Glac,S
output96Cp57_L6G-32_Glac_Wael_T,42,-65.64061926186749,37.4792914950783,3.3371262218060878,0.004149809980567225,3.991157255153797e-12,0.0,True,log,7e+21,5e+20,96.0,L6G-32,Glac,T
output96Cp410_L6G-32_Glac_Wael_T,43,-65.64076640521996,32.783614111347376,3.337273365158566,0.004149199408535457,1.1797106590958385e-11,0.0,True,log,1e+22,4e+20,96.0,L6G-32,Glac,T
output71Cp510_L6G-32_Glac_Wael_T,44,-65.64429763208383,36.89701016318316,3.3408045920224367,0.004134573483049847,9.537580946217923e-12,0.0,True,log,1e+22,5e+20,71.0,L6G-32,Glac,T
output71Cp320_L6G-32_Glac_Wael_T,45,-65.68695673481757,31.95334508371476,3.3834636947561734,0.003961905405020794,6.368561007161511e-12,0.0,True,log,2e+22,3e+20,71.0,L6G-32,Glac,T
output96Cp35_L6G_Glac_Wael_T,46,-65.69358359385949,38.701054581852574,3.390090553798089,0.0039357372185714395,1.3800836949539207e-11,0.0,True,log,5e+21,3e+20,96.0,L6G,Glac,T
output96Cp45_L6G-32_Glac_Wael_T,47,-65.71687329378453,39.051946235722525,3.4133802537231333,0.0038451342332314425,2.939555144297698e-12,0.0,True,log,5e+21,4e+20,96.0,L6G-32,Glac,T
output96Cp37_L6G_Glac_Wael_T,48,-65.73714271397172,32.010031249766726,3.433649673910324,0.003767980167412606,1.0205491030707424e-11,0.0,True,log,7e+21,3e+20,96.0,L6G,Glac,T
output96Cp510_L6G-32_Glac_Wael_T,49,-65.74607207527954,31.939538841738482,3.442579035218145,0.003734484282090692,1.543089294246064e-11,0.0,True,log,1e+22,5e+20,96.0,L6G-32,Glac,T
output71Cp45_Lambeck_Glac_Wael_T,50,-65.78315541969245,49.613276967943335,3.4796623796310513,0.0035985334503294965,1.6221413658527001e-12,0.0,True,log,5e+21,4e+20,71.0,Lambeck,Glac,T
output71Cp315_Lambeck_Glac_Wael_T,51,-65.82634097967296,34.7252662820127,3.522847939611566,0.0034464365995610004,1.2777655483715045e-11,0.0,True,log,1.5e+22,3e+20,71.0,Lambeck,Glac,T
output71Cp43_Lambeck_Glac_Wael_S,52,-65.85255941787109,41.35015033698832,3.5490663778096945,0.0033572506811731942,3.100066524665163e-12,0.0,True,log,3e+21,4e+20,71.0,Lambeck,Glac,S
output71Cp315_L6G-32_Glac_Wael_S,53,-65.87672604694522,37.837043461207145,3.573233006883825,0.0032770897601750015,8.784405760453378e-12,0.0,True,log,1.5e+22,3e+20,71.0,L6G-32,Glac,S
output96Cp33_L6G-47_Glac_Wael_T,54,-65.88031252841185,37.766291552933865,3.576819488350452,0.003265357589667979,7.377531419279845e-12,0.0,True,log,3e+21,3e+20,96.0,L6G-47,Glac,T
output96Cp330_L6G-47_Glac_Wael_T,55,-65.90080843972763,36.79934323759862,3.597315399666229,0.0031991123078292214,2.754814322658895e-12,0.0,True,log,3e+22,3e+20,96.0,L6G-47,Glac,T
output96Cp43_Lambeck_Glac_Wael_T,56,-65.9467629241214,45.78260176632235,3.643269884060004,0.0030554255621202324,1.712617677426128e-11,0.0,True,log,3e+21,4e+20,96.0,Lambeck,Glac,T
output71Cp315_L6G-32_Glac_Wael_T,57,-65.95105464003703,43.3876730962388,3.6475615999756315,0.003042340642068985,1.5530368920196668e-11,0.0,True,log,1.5e+22,3e+20,71.0,L6G-32,Glac,T
output71Cp33_L6G-32_Glac_Wael_S,58,-65.95189898297141,44.1141975937813,3.648405942910017,0.003039772947403956,1.2318715967707536e-11,0.0,True,log,3e+21,3e+20,71.0,L6G-32,Glac,S
output71Cp330_L6G_Glac_Wael_T,59,-66.0134359529128,42.67415242689296,3.709942912851403,0.0028583537703461438,8.453363956465533e-12,0.0,True,log,3e+22,3e+20,71.0,L6G,Glac,T
output71Cp415_L6G-32_Glac_Wael_T,60,-66.05530071990506,55.18809401298245,3.7518076798436653,0.002741159722780847,7.643345396875483e-12,0.0,True,log,1.5e+22,4e+20,71.0,L6G-32,Glac,T
output96Cp415_L6G-32_Glac_Wael_T,61,-66.07270817624338,31.907936647300772,3.769215136181984,0.0026938560176691818,3.839030181489358e-12,0.0,True,log,1.5e+22,4e+20,96.0,L6G-32,Glac,T
output96Cp430_L6G-32_Glac_Wael_T,62,-66.09905509618949,40.6733182385414,3.795562056128091,0.002623808035116932,1.643986357674059e-11,0.0,True,log,3e+22,4e+20,96.0,L6G-32,Glac,T
output71Cp57_L6G_Glac_Wael_T,63,-66.1498913538338,50.27608890791815,3.846398313772397,0.002493757111577539,1.43408493940735e-11,0.0,True,log,7e+21,5e+20,71.0,L6G,Glac,T
output96Cp33_L6G_Glac_Wael_T,64,-66.19253191060625,41.93257949777717,3.8890388705448515,0.0023896571329613454,7.089122192851673e-12,0.0,True,log,3e+21,3e+20,96.0,L6G,Glac,T
output96Cp53_L6G_Glac_Wael_T,65,-66.19580910705412,44.55308393283385,3.89231606699272,0.002381838575565784,7.543869435773776e-12,0.0,True,log,3e+21,5e+20,96.0,L6G,Glac,T
output71Cp35_L6G_Glac_Wael_S,66,-66.2079089228954,44.97442566213314,3.9044158828340016,0.002353192423515356,1.5084551180428226e-12,0.0,True,log,5e+21,3e+20,71.0,L6G,Glac,S
output71Cp510_L6G_Glac_Wael_T,67,-66.23839662930405,36.50708930707855,3.9349035892426514,0.0022825316001880507,8.169146914418047e-12,0.0,True,log,1e+22,5e+20,71.0,L6G,Glac,T
output71Cp315_L6G_Glac_Wael_T,68,-66.27020411388693,54.97690095033888,3.966711073825536,0.0022110725031604505,2.3184708960548982e-12,0.0,True,log,1.5e+22,3e+20,71.0,L6G,Glac,T
output71Cp515_L6G-32_Glac_Wael_T,69,-66.3069353585195,36.799343277748555,4.003442318458099,0.0021313305343775954,9.025990251925375e-12,0.0,True,log,1.5e+22,5e+20,71.0,L6G-32,Glac,T
output71Cp53_L6G-32_Glac_Wael_S,70,-66.30931140124243,44.61288140357076,4.005818361181028,0.0021262724135059216,6.112765705715623e-12,0.0,True,log,3e+21,5e+20,71.0,L6G-32,Glac,S
output71Cp430_L6G_Glac_Wael_T,71,-66.34703871918073,36.541734497333685,4.043545679119333,0.0020475482218966787,5.980675857013074e-12,0.0,True,log,3e+22,4e+20,71.0,L6G,Glac,T
output71Cp410_L6G-47_Glac_Wael_T,72,-66.37703493197242,44.59868566342293,4.07354189191102,0.0019870415519914514,3.3800910775200625e-12,0.0,True,log,1e+22,4e+20,71.0,L6G-47,Glac,T
output71Cp520_L6G-32_Glac_Wael_T,73,-66.40556676428352,43.85387784321021,4.102073724222123,0.0019311487690366743,4.701699510148219e-12,0.0,True,log,2e+22,5e+20,71.0,L6G-32,Glac,T
output71Cp53_L6G-47_Glac_Wael_S,74,-66.4229396334075,40.30284960617729,4.1194465933460975,0.0018978889202402134,8.89390037823954e-12,0.0,True,log,3e+21,5e+20,71.0,L6G-47,Glac,S
output71Cp35_L6G-47_Glac_Wael_T,75,-66.43349481984039,60.78700878709742,4.130001779778993,0.0018779617016232055,9.504967039214373e-12,0.0,True,log,5e+21,3e+20,71.0,L6G-47,Glac,T
output96Cp33_L6G-32_Glac_Wael_S,76,-66.4344220705133,39.26465287477432,4.1309290304519095,0.0018762211674519377,4.919054413692598e-12,0.0,True,log,3e+21,3e+20,96.0,L6G-32,Glac,S
output96Cp440_L6G_Glac_Wael_T,77,-66.45509850589303,32.09148963563904,4.151605465831636,0.0018378259081434283,4.995014358435525e-13,0.0,True,log,4e+22,4e+20,96.0,L6G,Glac,T
output71Cp55_Lambeck_Glac_Wael_T,78,-66.48490592015601,34.23815235651508,4.181412880094612,0.0017838534556509436,4.190109070116516e-12,0.0,True,log,5e+21,5e+20,71.0,Lambeck,Glac,T
output96Cp315_L6G-32_Glac_Wael_T,79,-66.49138938791539,42.192417633600606,4.187896347853993,0.0017723253108437326,3.2421748922984256e-12,0.0,True,log,1.5e+22,3e+20,96.0,L6G-32,Glac,T
output71Cp410_L6G_Glac_Wael_T,80,-66.54786981040905,46.60851759399888,4.244376770347657,0.0016749980428643642,1.2777655483715045e-11,0.0,True,log,1e+22,4e+20,71.0,L6G,Glac,T
output71Cp45_L6G-47_Glac_Wael_T,81,-66.56967221472988,50.13691364775298,4.26617917466848,0.001638874281647318,5.885392110518489e-12,0.0,True,log,5e+21,4e+20,71.0,L6G-47,Glac,T
output96Cp57_L6G_Glac_Wael_T,82,-66.58011361195246,34.87693204266911,4.276620571891058,0.0016218511714606045,4.668892999366767e-13,0.0,True,log,7e+21,5e+20,96.0,L6G,Glac,T
output96Cp33_L6G_Glac_Wael_S,83,-66.58701804132119,40.52586406342417,4.28352500125979,0.0016106917835351584,3.796397654484037e-12,0.0,True,log,3e+21,3e+20,96.0,L6G,Glac,S
output96Cp33_Lambeck_Glac_Wael_T,84,-66.60595863220247,37.503836973597814,4.3024655921410755,0.0015804714285644296,3.4979699907956502e-12,0.0,True,log,3e+21,3e+20,96.0,Lambeck,Glac,T
output71Cp320_L6G_Glac_Wael_T,85,-66.60672467981377,40.19008409950875,4.303231639752369,0.001579261175816637,3.67851872179531e-12,0.0,True,log,2e+22,3e+20,71.0,L6G,Glac,T
output71Cp340_L6G_Glac_Wael_T,86,-66.61855010566785,42.87953069939951,4.315057065606453,0.001560695728388672,1.1214461603552501e-11,0.0,True,log,4e+22,3e+20,71.0,L6G,Glac,T
output71Cp320_L6G-47_Glac_Wael_T,87,-66.64210280552065,42.96166705209487,4.338609765459253,0.0015243666338534234,7.6575562485079e-12,0.0,True,log,2e+22,3e+20,71.0,L6G-47,Glac,T
output71Cp47_L6G-32_Glac_Wael_T,88,-66.66888618018586,32.90278948327264,4.365393140124468,0.001484080853958247,3.5263916709710206e-12,0.0,True,log,7e+21,4e+20,71.0,L6G-32,Glac,T
output71Cp330_L6G-32_Glac_Wael_T,89,-66.70057257038488,38.892053763208814,4.397079530323481,0.0014377929106483597,1.1868160858090802e-11,0.0,True,log,3e+22,3e+20,71.0,L6G-32,Glac,T
output71Cp55_L6G-47_Glac_Wael_S,90,-66.72623897138051,48.06803095641459,4.422745931319113,0.0014013594985997952,7.1064758548018916e-12,0.0,True,log,5e+21,5e+20,71.0,L6G-47,Glac,S
output96Cp510_L6G_Glac_Wael_T,91,-66.73707067403464,35.4915075359054,4.433577633973243,0.0013862623009845982,1.726828531531221e-11,0.0,True,log,1e+22,5e+20,96.0,L6G,Glac,T
output96Cp47_L6G_Glac_Wael_T,92,-66.78395753862078,37.83192210788709,4.480464498559385,0.001322765034228422,1.4649295977025272e-11,0.0,True,log,7e+21,4e+20,96.0,L6G,Glac,T
output71Cp35_L6G-32_Glac_Wael_T,93,-66.85062965060186,34.47043596327383,4.547136610540463,0.0012374491907583933,1.4151916092454827e-11,0.0,True,log,5e+21,3e+20,71.0,L6G-32,Glac,T
output71Cp320_Lambeck_Glac_Wael_T,94,-66.86070125856126,33.18700071049109,4.557208218499866,0.0012250486392092255,3.9583990803545184e-13,0.0,True,log,2e+22,3e+20,71.0,Lambeck,Glac,T
output71Cp515_L6G_Glac_Wael_T,95,-66.94420682338627,40.07643835645018,4.64071378332487,0.0011269050529000683,3.199542380334039e-12,0.0,True,log,1.5e+22,5e+20,71.0,L6G,Glac,T
output96Cp37_L6G-47_Glac_Wael_T,96,-66.95081146374761,33.77358579155447,4.647318423686215,0.0011194867747998608,8.33967713921912e-12,0.0,True,log,7e+21,3e+20,96.0,L6G-47,Glac,T
output71Cp410_L6G-32_Glac_Wael_T,97,-67.00434694606872,45.32523246979024,4.700853906007325,0.0010611305126666888,2.721489987862709e-13,0.0,True,log,1e+22,4e+20,71.0,L6G-32,Glac,T
output71Cp330_L6G_Glac_Wael_S,98,-67.01296735588576,45.59515430117168,4.709474315824366,0.001052022446810877,1.4322446338354926e-11,0.0,True,log,3e+22,3e+20,71.0,L6G,Glac,S
output96Cp515_L6G-32_Glac_Wael_T,99,-67.0522781271329,33.81027002578034,4.7487850870714965,0.001011468949943168,1.1991866337350536e-11,0.0,True,log,1.5e+22,5e+20,96.0,L6G-32,Glac,T
output96Cp340_L6G_Glac_Wael_T,100,-67.08260744607082,37.28918660451821,4.779114406009427,0.0009812523266064836,1.469192853865585e-11,0.0,True,log,4e+22,3e+20,96.0,L6G,Glac,T
output71Cp57_L6G_Glac_Wael_S,101,-67.11480453293946,40.157115023924064,4.811311492878062,0.000950162054079975,5.942235508742047e-12,0.0,True,log,7e+21,5e+20,71.0,L6G,Glac,S
output71Cp55_L6G-32_Glac_Wael_S,102,-67.13004509035308,35.65070421480479,4.826552050291681,0.0009357908455280497,9.836008854846668e-12,0.0,True,log,5e+21,5e+20,71.0,L6G-32,Glac,S
output71Cp530_L6G-32_Glac_Wael_T,103,-67.19505930717364,43.68359154063071,4.891566267112239,0.0008768866872416481,1.1778703535783764e-11,0.0,True,log,3e+22,5e+20,71.0,L6G-32,Glac,T
output96Cp55_L6G-47_Glac_Wael_T,104,-67.223425604513,32.36349460008776,4.919932564451599,0.0008523621385039892,8.528610418930719e-12,0.0,True,log,5e+21,5e+20,96.0,L6G-47,Glac,T
output96Cp415_L6G_Glac_Wael_T,105,-67.24117407846711,34.523145444161045,4.937681038405714,0.000837367471139253,1.053234065054829e-11,0.0,True,log,1.5e+22,4e+20,96.0,L6G,Glac,T
output71Cp55_L6G-32_Glac_Wael_T,106,-67.25610390108261,32.86106888565864,4.952610861021213,0.0008249585850589636,1.5321398312760315e-11,0.0,True,log,5e+21,5e+20,71.0,L6G-32,Glac,T
output71Cp33_L6G_Glac_Wael_T,107,-67.25835707283927,29.68134955662439,4.954864032777877,0.000823101904170693,8.25441202665444e-12,0.0,True,log,3e+21,3e+20,71.0,L6G,Glac,T
output71Cp57_Lambeck_Glac_Wael_T,108,-67.2739446166118,37.44010976663952,4.970451576550403,0.0008103712448293058,8.500188714478146e-12,0.0,True,log,7e+21,5e+20,71.0,Lambeck,Glac,T
output96Cp57_L6G_Glac_Wael_S,109,-67.28728555605201,42.248442134992544,4.983792515990615,0.000799631926706468,5.189060518973908e-12,0.0,True,log,7e+21,5e+20,96.0,L6G,Glac,S
output96Cp440_L6G-32_Glac_Wael_T,110,-67.32880825054549,42.231618973198906,5.025315210484095,0.0007671089480573694,1.4279813776855981e-11,0.0,True,log,4e+22,4e+20,96.0,L6G-32,Glac,T
output96Cp55_L6G_Glac_Wael_T,111,-67.37693140365901,35.40062667677325,5.073438363597617,0.0007310674179900993,4.094825359761822e-12,0.0,True,log,5e+21,5e+20,96.0,L6G,Glac,T
output71Cp45_L6G_Glac_Wael_S,112,-67.3919546042949,35.24025359641235,5.088461564233498,0.0007201665336013948,1.3853488162762474e-11,0.0,True,log,5e+21,4e+20,71.0,L6G,Glac,S
output96Cp45_Lambeck_Glac_Wael_T,113,-67.3969286098048,38.37255576463335,5.093435569743406,0.0007165933152659683,9.789184094734653e-12,0.0,True,log,5e+21,4e+20,96.0,Lambeck,Glac,T
output71Cp440_L6G_Glac_Wael_T,114,-67.39802726109538,37.10737875706138,5.094534221033982,0.0007158064614136123,1.027235309404454e-11,0.0,True,log,4e+22,4e+20,71.0,L6G,Glac,T
output96Cp315_L6G_Glac_Wael_T,115,-67.40827071121514,41.68681575635925,5.104777671153741,0.0007085115598970904,7.226750588895028e-13,0.0,True,log,1.5e+22,3e+20,96.0,L6G,Glac,T
output71Cp37_L6G-47_Glac_Wael_T,116,-67.42448065233296,55.09362628628369,5.120987612271563,0.0006971192133189449,1.049519245724288e-12,0.0,True,log,7e+21,3e+20,71.0,L6G-47,Glac,T
output96Cp43_L6G_Glac_Wael_T,117,-67.44604015820332,41.693253065014495,5.14254711814192,0.0006822505242663039,6.905427800723017e-12,0.0,True,log,3e+21,4e+20,96.0,L6G,Glac,T
output96Cp43_L6G_Glac_Wael_S,118,-67.48476335612688,33.788592899755564,5.181270316065479,0.0006563365757139108,7.12173609622103e-12,0.0,True,log,3e+21,4e+20,96.0,L6G,Glac,S
output71Cp420_L6G-47_Glac_Wael_T,119,-67.49401286541062,37.22166333636188,5.190519825349227,0.0006502937740204699,5.217482215075317e-12,0.0,True,log,2e+22,4e+20,71.0,L6G-47,Glac,T
output96Cp35_L6G-32_Glac_Wael_S,120,-67.4946550731263,46.37050668524118,5.191162033064899,0.0006498762844131537,1.636352152592376e-12,0.0,True,log,5e+21,3e+20,96.0,L6G-32,Glac,S
output96Cp330_L6G-32_Glac_Wael_S,121,-67.51500970664726,29.683650235372227,5.211516666585865,0.0006367820075026525,7.70018880347342e-12,0.0,True,log,3e+22,3e+20,96.0,L6G-32,Glac,S
output71Cp43_L6G_Glac_Wael_T,122,-67.56732447772119,48.10834451639258,5.263831437659789,0.0006043252875471546,1.0944455391895407e-11,0.0,True,log,3e+21,4e+20,71.0,L6G,Glac,T
output71Cp57_L6G-32_Glac_Wael_T,123,-67.57566240209235,42.669710673387584,5.272169362030951,0.0005993074173853986,1.0428672477384523e-11,0.0,True,log,7e+21,5e+20,71.0,L6G-32,Glac,T
output71Cp35_Lambeck_Glac_Wael_S,124,-67.59546575875117,37.103099989287955,5.291972718689777,0.0005875558630128611,1.688040005275616e-11,0.0,True,log,5e+21,3e+20,71.0,Lambeck,Glac,S
output96Cp35_L6G-47_Glac_Wael_T,125,-67.63024095528297,35.25872261238995,5.326747915221574,0.0005674746796172992,6.382771857437904e-12,0.0,True,log,5e+21,3e+20,96.0,L6G-47,Glac,T
output71Cp55_L6G_Glac_Wael_S,126,-67.6608126420125,44.4091351481115,5.3573196019511045,0.000550388528460828,3.1426990332504482e-12,0.0,True,log,5e+21,5e+20,71.0,L6G,Glac,S
output96Cp520_L6G-32_Glac_Wael_T,127,-67.72868431161191,42.03929939988913,5.425191271550517,0.0005142722397793442,7.42016397353733e-12,0.0,True,log,2e+22,5e+20,96.0,L6G-32,Glac,T
output71Cp53_Lambeck_Glac_Wael_S,128,-67.75897468206304,52.98237086992369,5.455481642001644,0.000498928303049868,1.9726763089407854e-11,0.0,True,log,3e+21,5e+20,71.0,Lambeck,Glac,S
output96Cp53_Lambeck_Glac_Wael_S,129,-67.77068744445093,37.84102897667086,5.467194404389531,0.0004931185648482398,3.3658802386643863e-12,0.0,True,log,3e+21,5e+20,96.0,Lambeck,Glac,S
output71Cp45_L6G-32_Glac_Wael_T,130,-67.79122139880877,27.97432151086118,5.4877283587473755,0.00048309614287707657,1.0821327926835022e-12,0.0,True,log,5e+21,4e+20,71.0,L6G-32,Glac,T
output96Cp320_L6G_Glac_Wael_T,131,-67.8554477596194,40.851979324301695,5.5519547195579975,0.0004530440342502596,7.889122077423102e-12,0.0,True,log,2e+22,3e+20,96.0,L6G,Glac,T
output71Cp315_L6G-47_Glac_Wael_T,132,-67.86442000080496,42.41390144125181,5.560926960743558,0.00044899739476641625,1.6553550409158035e-11,0.0,True,log,1.5e+22,3e+20,71.0,L6G-47,Glac,T
